Accession,Release_Date,Species,Nuc_Completeness,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
BCN28234,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28235,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28236,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28237,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28238,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28239,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28240,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28241,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28242,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28243,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28244,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28245,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28246,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28247,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28248,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28249,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28250,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28251,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28252,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28253,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28254,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28255,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28256,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28257,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28258,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28259,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28260,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28261,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28262,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28263,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28264,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28265,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28266,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28267,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28268,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28269,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28270,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28271,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28272,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28273,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28274,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28275,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28276,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28277,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28278,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28279,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28280,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28281,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28282,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28283,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28284,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28285,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28286,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28287,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28288,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28289,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28290,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28291,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28292,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28293,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28294,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28295,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28296,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28297,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28298,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28299,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28300,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28301,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28302,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28303,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28304,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28305,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28306,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28307,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28308,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28309,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28310,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
BCN28311,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,Japan,,Homo sapiens,,2020-08
BCN28312,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,Japan,,Homo sapiens,,2020-08
BCN28313,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28314,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,Japan,,Homo sapiens,,2020-08
BCN28315,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,Japan,,Homo sapiens,,2020-08
BCN28316,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,Japan,,Homo sapiens,,2020-08
BCN28317,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,Japan,,Homo sapiens,,2020-08
BCN28318,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,Japan,,Homo sapiens,,2020-08
BCN28319,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,Japan,,Homo sapiens,,2020-08
BCN28320,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,Japan,,Homo sapiens,,2020-08
BCN28321,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,Japan,,Homo sapiens,,2020-08
BCN28322,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,Japan,,Homo sapiens,,2020-08
QPF50052,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50053,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50054,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50055,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50056,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50057,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50058,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50059,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50060,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50061,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50062,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50063,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50064,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50065,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50066,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50067,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50068,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50069,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50070,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50071,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50072,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50073,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50074,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50075,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50076,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50077,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50078,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50079,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50080,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50081,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50082,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50083,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50084,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50085,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50086,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
QPF50087,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-27
